Month-Year,Yield Type,Trend Score
3-2022,Cocoa,62
3-2022,Corn,45
3-2022,Pumpkin,68
3-2022,Leak,91
3-2022,Garlic,34
3-2022,Cowpea,66
3-2022,Pumpkin,59
3-2022,Tomato,92
3-2022,Pepper,34
3-2022,Onion,31
3-2022,Garlic,11
3-2022,Cardamon,39
3-2022,Garlic,45
3-2022,Pepper,66
3-2022,Cowpea,66
3-2022,Garlic,34
3-2022,Pumpkin,52
3-2022,Cocoa,64
3-2022,Chilies,65
3-2022,Cocoa,34
3-2022,Garlic,54
3-2022,Garlic,39
3-2022,Chilies,54
3-2022,Corn,30
3-2022,Tomato,86
3-2022,Corn,17
3-2022,Chilies,23
3-2022,Ginger,40
3-2022,Leak,85
3-2022,Garlic,21
3-2022,Cowpea,28
3-2022,Leak,78
3-2022,Leak,72
3-2022,Corn,39
3-2022,Leak,89
3-2022,Onion,58
3-2022,Onion,47
3-2022,Pepper,21
3-2022,Pumpkin,17
3-2022,Pepper,22
3-2022,Pepper,59
3-2022,Garlic,15
3-2022,Onion,14
3-2022,Pumpkin,14
3-2022,Ginger,17
3-2022,Corn,36
3-2022,Garlic,58
3-2022,Radish,51
3-2022,Ginger,44
3-2022,Cocoa,64
3-2022,Cowpea,24
3-2022,Potato,30
3-2022,Chilies,26
3-2022,Leak,95
3-2022,Cowpea,67
3-2022,Corn,35
3-2022,Ginger,42
3-2022,Cardamon,70
3-2022,Chilies,12
3-2022,Onion,61
3-2022,Garlic,23
3-2022,Corn,19
3-2022,Cocoa,38
3-2022,Garlic,52
3-2022,Chilies,63
3-2022,Pumpkin,70
3-2022,Pumpkin,50
3-2022,Corn,12
3-2022,Potato,42
3-2022,Cocoa,10
3-2022,Tomato,87
3-2022,Chilies,14
3-2022,Ginger,70
3-2022,Onion,22
3-2022,Cardamon,46
3-2022,Cardamon,69
3-2022,Tomato,72
3-2022,Pumpkin,19
3-2022,Garlic,12
3-2022,Cardamon,60
3-2022,Radish,29
3-2022,Cowpea,33
3-2022,Radish,17
3-2022,Onion,67
3-2022,Potato,59
3-2022,Pepper,49
3-2022,Radish,15
3-2022,Pumpkin,22
3-2022,Leak,72
3-2022,Onion,37
3-2022,Leak,85
3-2022,Cardamon,20
3-2022,Cowpea,14
3-2022,Chilies,21
3-2022,Cowpea,51
3-2022,Ginger,53
3-2022,Pumpkin,65
3-2022,Cocoa,31
3-2022,Cardamon,18
3-2022,Onion,24
3-2022,Ginger,10
3-2022,Cowpea,59
3-2022,Onion,27
3-2022,Cowpea,27
3-2022,Radish,68
3-2022,Radish,48
3-2022,Cocoa,19
3-2022,Cocoa,56
3-2022,Potato,56
3-2022,Radish,13
3-2022,Chilies,46
3-2022,Pumpkin,54
3-2022,Chilies,11
3-2022,Onion,36
3-2022,Onion,45
3-2022,Corn,17
3-2022,Pumpkin,58
3-2022,Chilies,12
3-2022,Potato,63
3-2022,Pumpkin,34
3-2022,Cardamon,26
3-2022,Cocoa,65
3-2022,Corn,55
3-2022,Cowpea,61
3-2022,Cardamon,60
3-2022,Cardamon,10
3-2022,Cocoa,32
3-2022,Pumpkin,25
3-2022,Radish,54
3-2022,Pepper,63
3-2022,Pumpkin,36
3-2022,Garlic,61
3-2022,Garlic,54
3-2022,Radish,52
3-2022,Pumpkin,51
3-2022,Cardamon,45
3-2022,Chilies,28
3-2022,Cocoa,53
3-2022,Cardamon,51
3-2022,Leak,99
3-2022,Cowpea,15
3-2022,Ginger,41
3-2022,Pumpkin,55
3-2022,Leak,73
3-2022,Leak,84
3-2022,Corn,41
3-2022,Cowpea,32
3-2022,Corn,19
3-2022,Cardamon,60
3-2022,Cowpea,38
3-2022,Onion,45
3-2022,Chilies,18
3-2022,Chilies,41
3-2022,Pepper,66
3-2022,Leak,97
3-2022,Pepper,51
3-2022,Leak,94
3-2022,Onion,56
3-2022,Cardamon,22
3-2022,Cocoa,60
3-2022,Tomato,93
3-2022,Chilies,22
3-2022,Ginger,51
3-2022,Chilies,29
3-2022,Garlic,18
3-2022,Garlic,69
3-2022,Onion,64
3-2022,Pepper,18
3-2022,Potato,29
3-2022,Pepper,18
3-2022,Pepper,68
3-2022,Leak,81
3-2022,Leak,88
3-2022,Leak,91
3-2022,Cocoa,12
3-2022,Cowpea,30
3-2022,Cowpea,16
3-2022,Potato,63
3-2022,Cowpea,36
3-2022,Radish,69
3-2022,Leak,89
3-2022,Potato,36
3-2022,Cocoa,12
3-2022,Cocoa,22
3-2022,Cowpea,26
3-2022,Radish,61
3-2022,Pepper,13
3-2022,Chilies,38
3-2022,Pepper,37
3-2022,Pumpkin,35
3-2022,Potato,59
3-2022,Cowpea,10
3-2022,Pepper,64
3-2022,Leak,76
3-2022,Corn,64
3-2022,Tomato,72
3-2022,Potato,29
3-2022,Tomato,84
3-2022,Ginger,27
3-2022,Onion,48
3-2022,Cowpea,43
3-2022,Radish,31
3-2022,Cocoa,15
3-2022,Radish,33
3-2022,Chilies,15
3-2022,Potato,27
3-2022,Radish,34
3-2022,Onion,18
3-2022,Corn,12
3-2022,Garlic,67
3-2022,Cocoa,66
3-2022,Ginger,51
3-2022,Cowpea,45
3-2022,Corn,36
3-2022,Tomato,85
3-2022,Ginger,50
3-2022,Cowpea,40
3-2022,Cocoa,17
3-2022,Leak,87
3-2022,Tomato,83
3-2022,Leak,71
3-2022,Corn,22
3-2022,Radish,56
3-2022,Pumpkin,30
3-2022,Cocoa,27
3-2022,Onion,55
3-2022,Chilies,64
3-2022,Pepper,12
3-2022,Leak,83
3-2022,Corn,46
3-2022,Chilies,24
3-2022,Tomato,100
3-2022,Pumpkin,67
3-2022,Cowpea,60
3-2022,Pepper,45
3-2022,Garlic,36
3-2022,Cardamon,33
3-2022,Cowpea,13
3-2022,Potato,12
3-2022,Cardamon,66
3-2022,Onion,36
3-2022,Onion,46
3-2022,Tomato,96
3-2022,Chilies,45
3-2022,Ginger,36
3-2022,Pepper,13
3-2022,Tomato,81
3-2022,Potato,65
3-2022,Cardamon,39
3-2022,Pumpkin,65
3-2022,Cardamon,50
3-2022,Pepper,11
3-2022,Potato,62
3-2022,Cowpea,30
3-2022,Leak,90
3-2022,Pepper,70
3-2022,Cocoa,41
3-2022,Tomato,99
3-2022,Tomato,95
3-2022,Onion,24
3-2022,Ginger,70
3-2022,Cocoa,45
3-2022,Tomato,78
3-2022,Chilies,50
3-2022,Ginger,36
3-2022,Leak,76
3-2022,Ginger,48
3-2022,Cowpea,41
3-2022,Cowpea,42
3-2022,Tomato,70
3-2022,Pepper,16
3-2022,Cardamon,21
3-2022,Cocoa,57
3-2022,Cardamon,66
3-2022,Cowpea,58
3-2022,Ginger,38
3-2022,Leak,86
3-2022,Potato,51
3-2022,Cowpea,33
3-2022,Chilies,61
3-2022,Garlic,11
3-2022,Corn,23
3-2022,Radish,56
3-2022,Cardamon,37
3-2022,Cowpea,16
3-2022,Cocoa,20
3-2022,Cardamon,34
3-2022,Onion,55
3-2022,Pumpkin,43
3-2022,Radish,23
3-2022,Pumpkin,64
3-2022,Potato,12
3-2022,Chilies,26
3-2022,Onion,63
3-2022,Cardamon,62
3-2022,Onion,45
3-2022,Cocoa,44
3-2022,Cardamon,35
3-2022,Corn,56
3-2022,Cardamon,49
3-2022,Corn,25
3-2022,Corn,49
3-2022,Cocoa,28
3-2022,Pumpkin,45
3-2022,Chilies,63
3-2022,Cardamon,29
3-2022,Onion,68
3-2022,Cowpea,19
3-2022,Ginger,68
3-2022,Pumpkin,69
3-2022,Onion,32
3-2022,Leak,97
3-2022,Leak,87
3-2022,Cardamon,50
3-2022,Garlic,17
3-2022,Pepper,39
3-2022,Chilies,22
3-2022,Leak,75
3-2022,Tomato,76
3-2022,Onion,57
3-2022,Garlic,44
3-2022,Cocoa,63
3-2022,Radish,40
3-2022,Cowpea,39
3-2022,Pumpkin,47
3-2022,Cocoa,29
3-2022,Ginger,25
3-2022,Potato,23
3-2022,Cowpea,25
3-2022,Garlic,41
3-2022,Pumpkin,11
3-2022,Cocoa,20
3-2022,Chilies,38
3-2022,Cardamon,56
3-2022,Leak,81
3-2022,Corn,59
3-2022,Garlic,49
3-2022,Chilies,23
3-2022,Tomato,77
3-2022,Cardamon,19
3-2022,Pumpkin,62
3-2022,Potato,23
3-2022,Corn,37
3-2022,Garlic,28
3-2022,Radish,38
3-2022,Chilies,34
3-2022,Pepper,60
3-2022,Radish,10
3-2022,Onion,37
3-2022,Radish,28
3-2022,Pumpkin,52
3-2022,Pepper,51
3-2022,Tomato,75
3-2022,Cowpea,20
3-2022,Garlic,17
3-2022,Garlic,60
3-2022,Leak,75
3-2022,Cowpea,57
3-2022,Pepper,37
3-2022,Cocoa,62
3-2022,Cocoa,21
3-2022,Chilies,35
3-2022,Leak,70
3-2022,Cowpea,17
3-2022,Garlic,19
3-2022,Pepper,65
3-2022,Pumpkin,55
3-2022,Onion,29
3-2022,Cocoa,47
3-2022,Cowpea,22
3-2022,Corn,13
3-2022,Corn,64
3-2022,Radish,46
3-2022,Tomato,79
3-2022,Pepper,49
3-2022,Potato,18
3-2022,Ginger,41
3-2022,Radish,59
3-2022,Cowpea,29
3-2022,Pepper,21
3-2022,Garlic,33
3-2022,Leak,74
3-2022,Potato,45
3-2022,Corn,67
3-2022,Leak,72
3-2022,Pumpkin,36
3-2022,Onion,44
3-2022,Ginger,33
3-2022,Cocoa,50
3-2022,Chilies,46
3-2022,Garlic,38
3-2022,Corn,64
3-2022,Pepper,37
3-2022,Tomato,82
3-2022,Cardamon,63
3-2022,Ginger,70
3-2022,Corn,39
3-2022,Cowpea,53
3-2022,Potato,10
3-2022,Onion,12
3-2022,Chilies,19
3-2022,Corn,34
3-2022,Leak,83
3-2022,Cocoa,33
3-2022,Leak,95
3-2022,Cowpea,25
3-2022,Leak,71
3-2022,Garlic,33
3-2022,Cardamon,46
3-2022,Chilies,20
3-2022,Onion,54
3-2022,Cardamon,49
3-2022,Cocoa,34
3-2022,Cowpea,52
3-2022,Cowpea,67
3-2022,Tomato,70
3-2022,Tomato,85
3-2022,Tomato,79
3-2022,Corn,32
3-2022,Pumpkin,22
3-2022,Corn,33
3-2022,Cardamon,28
3-2022,Cardamon,13
3-2022,Potato,44
3-2022,Pumpkin,60
3-2022,Pumpkin,41
3-2022,Pumpkin,54
3-2022,Pumpkin,25
3-2022,Corn,42
3-2022,Pumpkin,49
3-2022,Pepper,64
3-2022,Chilies,50
3-2022,Garlic,17
3-2022,Ginger,48
3-2022,Ginger,58
3-2022,Pumpkin,32
3-2022,Pepper,46
3-2022,Cardamon,14
3-2022,Potato,42
3-2022,Garlic,24
3-2022,Radish,59
3-2022,Onion,24
3-2022,Onion,59
3-2022,Potato,67
3-2022,Garlic,12
3-2022,Garlic,60
3-2022,Tomato,88
3-2022,Cardamon,69
3-2022,Tomato,70
3-2022,Corn,13
3-2022,Cocoa,11
3-2022,Onion,18
3-2022,Potato,63
3-2022,Corn,67
3-2022,Garlic,25
3-2022,Garlic,63
3-2022,Chilies,68
3-2022,Potato,14
3-2022,Garlic,29
3-2022,Cardamon,32
3-2022,Corn,66
3-2022,Pepper,56
3-2022,Cocoa,27
3-2022,Cowpea,66
3-2022,Pumpkin,54
3-2022,Garlic,37
3-2022,Corn,27
3-2022,Pepper,36
3-2022,Leak,75
3-2022,Cardamon,21
3-2022,Pumpkin,38
3-2022,Chilies,27
3-2022,Potato,48
3-2022,Cocoa,67
3-2022,Onion,46
3-2022,Leak,83
3-2022,Chilies,27
3-2022,Leak,88
3-2022,Potato,24
3-2022,Pepper,34
3-2022,Garlic,60
3-2022,Leak,78
3-2022,Cardamon,45
3-2022,Corn,36
3-2022,Onion,45
3-2022,Onion,15
3-2022,Pepper,38
3-2022,Pumpkin,44
3-2022,Corn,61
3-2022,Onion,55
3-2022,Potato,44
3-2022,Tomato,70
3-2022,Pumpkin,57
3-2022,Leak,89
3-2022,Pumpkin,59
3-2022,Leak,81
3-2022,Tomato,98
3-2022,Cocoa,60
3-2022,Ginger,29
3-2022,Corn,44
3-2022,Ginger,48
3-2022,Corn,11
3-2022,Tomato,75
3-2022,Pepper,41
3-2022,Pepper,34
3-2022,Corn,59
3-2022,Cocoa,14
3-2022,Tomato,70
3-2022,Corn,59
3-2022,Pepper,42
3-2022,Cocoa,51
3-2022,Pumpkin,38
3-2022,Onion,45
3-2022,Tomato,81
3-2022,Cocoa,46
3-2022,Garlic,62
3-2022,Chilies,67
3-2022,Onion,35
3-2022,Cardamon,28
3-2022,Cocoa,51
3-2022,Corn,35
3-2022,Garlic,64
3-2022,Garlic,69
3-2022,Cowpea,57
3-2022,Ginger,64
3-2022,Ginger,11
3-2022,Tomato,99
3-2022,Leak,80
3-2022,Tomato,89
3-2022,Garlic,18
3-2022,Corn,63
3-2022,Corn,38
3-2022,Cardamon,23
3-2022,Potato,57
3-2022,Radish,52
3-2022,Cowpea,36
3-2022,Pepper,11
3-2022,Cowpea,38
3-2022,Corn,45
3-2022,Cardamon,58
3-2022,Leak,90
3-2022,Chilies,59
3-2022,Garlic,37
3-2022,Leak,88
3-2022,Cocoa,22
3-2022,Corn,54
3-2022,Cowpea,39
3-2022,Cocoa,34
3-2022,Onion,30
3-2022,Leak,70
3-2022,Chilies,54
3-2022,Tomato,83
3-2022,Potato,22
3-2022,Pumpkin,25
3-2022,Garlic,24
3-2022,Garlic,45
3-2022,Tomato,73
3-2022,Tomato,93
3-2022,Pepper,43
3-2022,Cardamon,12
3-2022,Cowpea,51
3-2022,Leak,82
3-2022,Cardamon,10
3-2022,Garlic,26
3-2022,Cowpea,13
3-2022,Leak,78
3-2022,Chilies,18
3-2022,Cocoa,28
3-2022,Leak,71
3-2022,Cocoa,18
3-2022,Tomato,80
3-2022,Ginger,38
3-2022,Tomato,78
3-2022,Chilies,28
3-2022,Chilies,52
3-2022,Onion,39
3-2022,Chilies,66
3-2022,Cocoa,48
3-2022,Cocoa,30
3-2022,Tomato,86
3-2022,Tomato,94
3-2022,Cocoa,42
3-2022,Garlic,61
3-2022,Onion,66
3-2022,Potato,25
3-2022,Cocoa,22
3-2022,Cardamon,49
3-2022,Cowpea,15
3-2022,Tomato,91
3-2022,Cowpea,60
3-2022,Pumpkin,51
3-2022,Radish,28
3-2022,Ginger,39
3-2022,Tomato,99
3-2022,Garlic,36
3-2022,Chilies,35
3-2022,Onion,59
3-2022,Corn,18
3-2022,Corn,66
3-2022,Cardamon,22
3-2022,Pepper,43
3-2022,Pepper,51
3-2022,Garlic,54
3-2022,Corn,63
3-2022,Corn,67
3-2022,Pumpkin,37
3-2022,Cardamon,52
3-2022,Chilies,53
3-2022,Radish,25
3-2022,Cowpea,62
3-2022,Pepper,49
3-2022,Pepper,52
3-2022,Chilies,58
3-2022,Pepper,55
3-2022,Pepper,21
3-2022,Ginger,31
3-2022,Corn,29
3-2022,Garlic,45
3-2022,Radish,39
3-2022,Leak,91
3-2022,Pepper,30
3-2022,Potato,48
3-2022,Radish,15
3-2022,Potato,15
3-2022,Chilies,17
3-2022,Corn,42
3-2022,Cardamon,68
3-2022,Radish,24
3-2022,Cowpea,45
3-2022,Pumpkin,28
3-2022,Ginger,10
3-2022,Onion,44
3-2022,Cardamon,22
3-2022,Cowpea,39
3-2022,Onion,63
3-2022,Corn,43
3-2022,Cocoa,18
3-2022,Garlic,61
3-2022,Cardamon,10
3-2022,Pepper,63
3-2022,Cardamon,59
3-2022,Pepper,57
3-2022,Pumpkin,68
3-2022,Potato,22
3-2022,Corn,32
3-2022,Onion,13
3-2022,Garlic,29
3-2022,Cocoa,29
3-2022,Cowpea,13
3-2022,Potato,15
3-2022,Pumpkin,50
3-2022,Garlic,59
3-2022,Pepper,16
3-2022,Pepper,10
3-2022,Pepper,54
3-2022,Leak,92
3-2022,Chilies,14
3-2022,Cocoa,31
3-2022,Cardamon,42
3-2022,Onion,29
3-2022,Chilies,61
3-2022,Cocoa,39
3-2022,Garlic,20
3-2022,Leak,88
3-2022,Onion,61
3-2022,Chilies,36
3-2022,Chilies,59
3-2022,Pumpkin,60
3-2022,Leak,89
3-2022,Onion,20
3-2022,Pumpkin,56
3-2022,Cocoa,16
3-2022,Cardamon,70
3-2022,Chilies,44
3-2022,Tomato,100
3-2022,Tomato,99
3-2022,Corn,35
3-2022,Chilies,41
3-2022,Onion,13
3-2022,Onion,17
3-2022,Garlic,56
3-2022,Ginger,55
3-2022,Ginger,60
3-2022,Cardamon,20
3-2022,Tomato,82
3-2022,Radish,55
3-2022,Radish,69
3-2022,Cowpea,49
3-2022,Ginger,40
3-2022,Pepper,23
3-2022,Garlic,17
3-2022,Garlic,22
3-2022,Garlic,32
3-2022,Radish,35
3-2022,Onion,67
3-2022,Corn,11
3-2022,Cocoa,34
3-2022,Onion,67
3-2022,Garlic,25
3-2022,Cardamon,41
3-2022,Cowpea,48
3-2022,Potato,51
3-2022,Chilies,54
3-2022,Radish,26
3-2022,Chilies,45
3-2022,Onion,41
3-2022,Potato,56
3-2022,Cowpea,48
3-2022,Tomato,83
3-2022,Onion,57
3-2022,Radish,15
3-2022,Corn,66
3-2022,Ginger,12
3-2022,Ginger,50
3-2022,Pumpkin,35
3-2022,Pumpkin,29
3-2022,Onion,70
3-2022,Onion,43
3-2022,Garlic,30
3-2022,Corn,14
3-2022,Ginger,54
3-2022,Pumpkin,39
3-2022,Cowpea,31
3-2022,Pumpkin,65
3-2022,Ginger,68
3-2022,Chilies,19
3-2022,Pumpkin,25
3-2022,Cardamon,18
3-2022,Cocoa,35
3-2022,Leak,78
3-2022,Chilies,14
3-2022,Leak,87
3-2022,Ginger,31
3-2022,Cocoa,24
3-2022,Onion,62
3-2022,Cardamon,49
3-2022,Radish,36
3-2022,Onion,43
3-2022,Garlic,60
3-2022,Pumpkin,18
3-2022,Cocoa,32
3-2022,Cardamon,12
3-2022,Cocoa,63
3-2022,Corn,54
3-2022,Cardamon,21
3-2022,Potato,21
3-2022,Cowpea,70
3-2022,Ginger,41
3-2022,Ginger,68
3-2022,Ginger,57
3-2022,Chilies,38
3-2022,Pepper,19
3-2022,Potato,62
3-2022,Corn,19
3-2022,Pumpkin,52
3-2022,Corn,60
3-2022,Onion,30
3-2022,Pumpkin,51
3-2022,Corn,36
3-2022,Cardamon,57
3-2022,Leak,71
3-2022,Corn,11
3-2022,Leak,76
3-2022,Pumpkin,19
3-2022,Cocoa,47
3-2022,Garlic,68
3-2022,Onion,11
3-2022,Leak,92
3-2022,Cardamon,43
3-2022,Chilies,26
3-2022,Tomato,93
3-2022,Garlic,55
3-2022,Cardamon,46
3-2022,Tomato,75
3-2022,Cardamon,38
3-2022,Pepper,30
3-2022,Pumpkin,46
3-2022,Onion,64
3-2022,Cardamon,45
3-2022,Cardamon,25
3-2022,Tomato,83
3-2022,Tomato,80
3-2022,Chilies,51
3-2022,Pumpkin,21
3-2022,Ginger,66
3-2022,Potato,60
3-2022,Pepper,39
3-2022,Radish,69
3-2022,Pepper,61
3-2022,Cardamon,60
3-2022,Cocoa,24
3-2022,Potato,52
3-2022,Tomato,88
3-2022,Cocoa,48
3-2022,Cowpea,66
3-2022,Cowpea,62
3-2022,Leak,80
3-2022,Radish,40
3-2022,Cardamon,13
3-2022,Tomato,79
3-2022,Garlic,44
3-2022,Onion,69
3-2022,Cocoa,65
3-2022,Pumpkin,20
3-2022,Chilies,37
3-2022,Cardamon,51
3-2022,Cardamon,38
3-2022,Radish,37
3-2022,Pepper,32
3-2022,Cowpea,68
3-2022,Chilies,64
3-2022,Leak,100
3-2022,Onion,50
3-2022,Pepper,66
3-2022,Pepper,36
3-2022,Pepper,70
3-2022,Cocoa,34
3-2022,Pepper,55
3-2022,Cowpea,56
3-2022,Chilies,52
3-2022,Ginger,48
3-2022,Radish,25
3-2022,Corn,65
3-2022,Corn,36
3-2022,Pumpkin,58
3-2022,Garlic,57
3-2022,Radish,19
3-2022,Radish,45
3-2022,Pumpkin,21
3-2022,Radish,51
3-2022,Pepper,67
3-2022,Chilies,36
3-2022,Potato,35
3-2022,Radish,32
3-2022,Pepper,23
3-2022,Garlic,55
3-2022,Potato,67
3-2022,Garlic,41
3-2022,Cardamon,47
3-2022,Ginger,31
3-2022,Leak,70
3-2022,Pepper,67
3-2022,Chilies,10
3-2022,Cowpea,35
3-2022,Garlic,41
3-2022,Pumpkin,64
3-2022,Radish,16
3-2022,Cowpea,24
3-2022,Corn,42
3-2022,Cowpea,63
3-2022,Chilies,46
3-2022,Tomato,99
3-2022,Potato,10
3-2022,Tomato,85
3-2022,Chilies,14
3-2022,Garlic,17
3-2022,Chilies,15
3-2022,Onion,28
3-2022,Cowpea,12
3-2022,Onion,18
3-2022,Ginger,53
3-2022,Onion,15
3-2022,Leak,87
3-2022,Garlic,20
3-2022,Tomato,83
3-2022,Leak,73
3-2022,Radish,24
3-2022,Radish,14
3-2022,Leak,83
3-2022,Cowpea,67
3-2022,Garlic,64
3-2022,Tomato,72
3-2022,Potato,53
3-2022,Radish,41
3-2022,Garlic,23
3-2022,Tomato,81
3-2022,Cocoa,67
3-2022,Tomato,100
3-2022,Pumpkin,40
3-2022,Cocoa,19
3-2022,Leak,87
3-2022,Pumpkin,32
3-2022,Cocoa,19
3-2022,Pumpkin,68
3-2022,Cardamon,43
3-2022,Cardamon,34
3-2022,Corn,21
3-2022,Onion,66
3-2022,Radish,30
3-2022,Pepper,60
3-2022,Onion,68
3-2022,Pepper,20
3-2022,Tomato,72
3-2022,Garlic,48
3-2022,Pumpkin,20
3-2022,Cardamon,27
3-2022,Ginger,40
3-2022,Chilies,31
3-2022,Pumpkin,42
3-2022,Leak,85
3-2022,Corn,32
3-2022,Pepper,10
3-2022,Pumpkin,61
3-2022,Tomato,83
3-2022,Cowpea,68
3-2022,Cocoa,18
3-2022,Leak,93
3-2022,Cowpea,62
3-2022,Cocoa,36
3-2022,Pepper,32
3-2022,Chilies,59
3-2022,Radish,29
3-2022,Cowpea,19
3-2022,Corn,30
3-2022,Pepper,32
3-2022,Ginger,45
3-2022,Ginger,42
3-2022,Chilies,65
3-2022,Garlic,37
3-2022,Cardamon,68
3-2022,Chilies,13
3-2022,Chilies,64
3-2022,Tomato,90
3-2022,Pepper,47
3-2022,Radish,12
3-2022,Cocoa,50
3-2022,Ginger,70
3-2022,Cowpea,26
3-2022,Pumpkin,45
3-2022,Leak,81
3-2022,Cowpea,32
3-2022,Cocoa,36
3-2022,Potato,31
3-2022,Corn,70
3-2022,Radish,57
3-2022,Leak,77
3-2022,Cocoa,49
3-2022,Cowpea,69
3-2022,Leak,84
3-2022,Garlic,50
3-2022,Leak,84
3-2022,Cowpea,62
3-2022,Chilies,40
3-2022,Pepper,45
3-2022,Cocoa,60
3-2022,Tomato,83
3-2022,Chilies,48
3-2022,Cardamon,28
3-2022,Cardamon,15
3-2022,Pepper,29
3-2022,Tomato,80
3-2022,Ginger,59
3-2022,Leak,91
3-2022,Cowpea,61
3-2022,Pumpkin,24
3-2022,Ginger,70
3-2022,Leak,78
3-2022,Pepper,38
3-2022,Potato,44
3-2022,Pepper,14
3-2022,Potato,59
3-2022,Cocoa,65
3-2022,Ginger,33
3-2022,Cardamon,35
3-2022,Cowpea,24
3-2022,Radish,44
3-2022,Leak,91
3-2022,Corn,11
3-2022,Radish,63
3-2022,Cowpea,52
3-2022,Cocoa,68
3-2022,Onion,10
3-2022,Garlic,62
3-2022,Pepper,27
3-2022,Tomato,84
3-2022,Pumpkin,13
3-2022,Ginger,19
3-2022,Chilies,33
3-2022,Garlic,60
3-2022,Radish,40
3-2022,Pumpkin,19
3-2022,Corn,55
3-2022,Potato,16
3-2022,Chilies,36
3-2022,Pumpkin,41
3-2022,Cowpea,49
3-2022,Corn,68
3-2022,Cowpea,63
3-2022,Leak,88
3-2022,Corn,64
3-2022,Potato,37
3-2022,Cardamon,68
3-2022,Cowpea,20
3-2022,Cardamon,32
3-2022,Corn,26
3-2022,Potato,31
3-2022,Chilies,66
3-2022,Onion,58
3-2022,Chilies,30
3-2022,Radish,54
3-2022,Potato,39
3-2022,Cowpea,34
3-2022,Ginger,57
3-2022,Cowpea,18
3-2022,Cowpea,36
3-2022,Onion,20
3-2022,Onion,56
3-2022,Ginger,49
3-2022,Radish,62
3-2022,Radish,57
3-2022,Onion,40
3-2022,Chilies,60
3-2022,Cardamon,16
3-2022,Cocoa,63
3-2022,Onion,10
3-2022,Cocoa,27
3-2022,Potato,14
3-2022,Potato,37
3-2022,Pumpkin,37
3-2022,Pepper,39
3-2022,Pumpkin,29
3-2022,Cocoa,70
3-2022,Onion,39
3-2022,Pumpkin,14
3-2022,Onion,12
3-2022,Radish,31
3-2022,Ginger,29
3-2022,Potato,36
3-2022,Pumpkin,52
3-2022,Tomato,78
3-2022,Pepper,45
3-2022,Ginger,42
3-2022,Leak,89
3-2022,Corn,17
3-2022,Corn,46
3-2022,Chilies,49
3-2022,Leak,98
3-2022,Cowpea,70
3-2022,Tomato,90
3-2022,Cocoa,30
3-2022,Leak,83
3-2022,Cardamon,41
3-2022,Chilies,27
3-2022,Cowpea,50
3-2022,Cocoa,45
3-2022,Tomato,100
3-2022,Corn,34
3-2022,Pumpkin,54
3-2022,Radish,34
3-2022,Cocoa,31
3-2022,Garlic,23
3-2022,Leak,100
3-2022,Pumpkin,45
3-2022,Pumpkin,15
3-2022,Potato,17
3-2022,Potato,58
3-2022,Leak,71
3-2022,Cardamon,16
3-2022,Garlic,46
3-2022,Pepper,13
3-2022,Tomato,80
3-2022,Corn,29
3-2022,Potato,69
3-2022,Ginger,56
3-2022,Pumpkin,69
3-2022,Corn,16
3-2022,Cowpea,23
3-2022,Leak,96
3-2022,Pumpkin,58
3-2022,Chilies,65
3-2022,Cocoa,45
3-2022,Garlic,18
3-2022,Corn,12
3-2022,Cocoa,50
3-2022,Garlic,12
3-2022,Cardamon,26
3-2022,Cocoa,45
3-2022,Corn,53
3-2022,Ginger,27
3-2022,Onion,14
3-2022,Garlic,59
3-2022,Cardamon,13
3-2022,Garlic,12
3-2022,Ginger,50
3-2022,Garlic,43
3-2022,Leak,87
3-2022,Tomato,80
3-2022,Corn,46
3-2022,Pepper,37
3-2022,Ginger,11
3-2022,Leak,77
3-2022,Onion,45
3-2022,Onion,46
3-2022,Leak,100
3-2022,Cowpea,64
3-2022,Tomato,98
3-2022,Garlic,34
3-2022,Ginger,28
3-2022,Potato,44
3-2022,Onion,13
3-2022,Chilies,31
3-2022,Pumpkin,34
3-2022,Cocoa,21
3-2022,Garlic,24
3-2022,Ginger,58
3-2022,Cocoa,64
3-2022,Cowpea,49
3-2022,Radish,31
3-2022,Leak,94
3-2022,Pepper,15
3-2022,Ginger,56
3-2022,Pepper,14
3-2022,Radish,66
3-2022,Pumpkin,51
3-2022,Chilies,11
3-2022,Pumpkin,65
3-2022,Cocoa,55
3-2022,Potato,51
3-2022,Cardamon,51
3-2022,Leak,91
3-2022,Pumpkin,27
3-2022,Chilies,38
3-2022,Radish,13
3-2022,Pepper,51
3-2022,Cardamon,65
3-2022,Pumpkin,14
3-2022,Garlic,34
3-2022,Tomato,99
3-2022,Corn,52
3-2022,Tomato,72
3-2022,Cowpea,27
3-2022,Cocoa,21
3-2022,Chilies,52
3-2022,Cowpea,22
3-2022,Cocoa,60
3-2022,Pumpkin,44
3-2022,Garlic,31
3-2022,Cardamon,68
3-2022,Onion,42
3-2022,Cocoa,45
3-2022,Chilies,17
3-2022,Onion,62
3-2022,Onion,44
3-2022,Cocoa,52
3-2022,Cocoa,54
3-2022,Chilies,11
3-2022,Cowpea,11
3-2022,Cardamon,13
3-2022,Onion,18
3-2022,Chilies,62
3-2022,Cocoa,64
3-2022,Corn,18
3-2022,Corn,36
3-2022,Pepper,42
3-2022,Ginger,40
3-2022,Garlic,38
3-2022,Pepper,42
3-2022,Cowpea,31
